frame_id,episode_id,episode_step,block_id,baseline_spearman,flash_spearman,difference_spearman,baseline_kendall,flash_kendall,difference_kendall
8,0,8,0,0.9469632899039351,0.8787773841972235,-0.06818590570671157,0.8725293485964443,0.7821538888750429,-0.09037545972140137
9,0,9,0,0.985184366143778,0.9375132415402277,-0.047671124603550274,0.9471318934179187,0.8624575450871763,-0.08467434833074239
10,0,10,0,0.9702980080653631,0.9208372149683073,-0.049460793097055866,0.9160783887156918,0.8359918378436337,-0.08008655087205807
11,0,11,0,0.9746179139204546,0.9055264129961116,-0.06909150092434302,0.9200786463379933,0.794472030757783,-0.12560661558021025
12,0,12,0,0.9425514353747666,0.9062454837347085,-0.03630595164005812,0.8683248446821747,0.8185159745437921,-0.049808870138382644
13,0,13,0,0.932296376829849,0.8806951151891349,-0.0516012616407141,0.8352403360642061,0.7514691493021793,-0.08377118676202677
14,0,14,0,0.8517123926518918,0.9211631048661441,0.06945071221425225,0.7179287258410955,0.8341067550112929,0.11617802917019748
15,0,15,0,0.8876775532677563,0.932296376829849,0.04461882356209268,0.7578107735408071,0.8352403360642061,0.07742956252339905
16,0,16,0,0.94463369756888,0.8970015536461647,-0.04763214392271531,0.8410868495479239,0.7689699155497652,-0.07211693399815866
17,0,17,0,0.9540863747882296,0.93887996511256,-0.015206409675669552,0.8652883159462945,0.8416254115301731,-0.0236629044161214
18,0,18,0,0.9356220030578722,0.9324551786536981,-0.003166824404174151,0.8316554899054915,0.8323901147703645,0.0007346248648729681
19,0,19,0,0.9478203562118409,0.871871265850753,-0.07594909036108788,0.8652883159462945,0.7501951854294593,-0.11509313051683523
20,0,20,0,0.8177439121171728,0.9304855048511487,0.11274159273397588,0.6919053632356149,0.8236047645467717,0.13169940131115676
21,0,21,0,0.9144700230511723,0.8886972871993678,-0.025772735851804507,0.7520710469952336,0.7358135420250506,-0.01625750497018308
22,0,22,0,0.6928266170406007,0.8966850716093464,0.20385845456874574,0.49446831109321987,0.7566869982307237,0.26221868713750385
23,0,23,0,0.4068627450980392,0.11779149971135086,-0.2890712453866884,0.2647058823529411,0.014815221273648992,-0.24989066107929214
24,0,24,0,0.12009803921568628,-0.08108132581980027,-0.20117936503548656,0.10294117647058822,-0.09666028640862784,-0.19960146287921604
25,0,25,0,0.3823529411764707,-0.9478849114555474,-1.3302378526320182,0.2352941176470588,-0.833954017216923,-1.0692481348639817
26,0,26,0,-0.46380403011344395,-0.9607843137254902,-0.49698028361204627,-0.34075008929392686,-0.8970588235294118,-0.5563087342354849
27,0,27,0,-0.6486819122380136,-0.9675047802566972,-0.31882286801868354,-0.5239888072778897,-0.8782347614939278,-0.3542459542160381
28,0,28,0,-0.6253833180366484,-0.9662785384566253,-0.3408952204199769,-0.479708063000885,-0.8929950095862627,-0.4132869465853777
29,0,29,0,-0.7369713218431876,-0.9336637518643667,-0.1966924300211791,-0.5977900477395643,-0.7955885112094754,-0.19779846346991103
30,0,30,0,-0.5395463920316182,-0.9680988882526649,-0.42855249622104663,-0.39114657444687545,-0.8889132764189396,-0.49776670197206413
31,0,31,0,-0.5416666666666667,-0.9607369195207054,-0.41907025285403865,-0.3823529411764705,-0.8740980551452906,-0.4917451139688201
32,0,32,0,-0.42260569821229227,-0.9454324278554037,-0.5228267296431115,-0.24536841934497836,-0.848714265309258,-0.6033458459642796
33,0,33,0,-0.5272839740308995,-0.9047369090203254,-0.3774529349894259,-0.3616260782622056,-0.7463517925331652,-0.3847257142709596
34,0,34,0,-0.41446972842428853,-0.9686940920520561,-0.5542243636277676,-0.25830434161586113,-0.8996842042649206,-0.6413798626490594
35,0,35,0,-0.38503992522256386,-0.8610144720528705,-0.47597454683030666,-0.18450310115418653,-0.74170309727566,-0.5571999961214734
36,0,36,0,-0.38919648565336096,-0.9256343647993274,-0.5364378791459664,-0.2304976060513433,-0.8209869717864816,-0.5904893657351383
37,0,37,0,-0.41472423856704776,-0.9398780081134871,-0.5251537695464393,-0.25185876165203286,-0.8148371700506947,-0.5629784083986618
38,0,38,0,-0.41666666666666674,-0.8326181822487927,-0.41595151558212595,-0.30882352941176466,-0.6863515362935738,-0.37752800688180915
39,0,39,0,-0.3153376606855955,-0.8875272395552649,-0.5721895788696694,-0.14815221273648993,-0.731424756682502,-0.583272543946012
40,0,40,0,-0.32843137254901966,-0.9263810654382281,-0.5979496928892084,-0.16176470588235295,-0.7703915062297476,-0.6086268003473947
41,0,41,0,-0.2907977649123974,-0.8891733502237932,-0.5983755853113958,-0.10370654891554296,-0.7219882051154242,-0.6182816561998812
42,0,42,0,-0.17824300517384128,-0.8427543865512573,-0.664511381377416,-0.08956221510397981,-0.69149281815403,-0.6019306030500502
43,0,43,0,-0.4156959702243604,-0.8692464095980428,-0.4535504393736824,-0.273064589708196,-0.7212344447412999,-0.4481698550331039
44,0,44,0,-0.5432251174318338,-0.9423319976908069,-0.3991068802589731,-0.4206670706315453,-0.8148371700506947,-0.3941700994191494
45,0,45,0,-0.35294117647058826,-0.9085343829132085,-0.5555932064426203,-0.2941176470588235,-0.7658468846222052,-0.4717292375633817
46,0,46,0,-0.21078431372549022,-0.908645173853248,-0.6978608601277577,-0.19117647058823525,-0.7601527767552484,-0.5689763061670131
47,0,47,0,-0.4058860358237856,-0.8828940960517389,-0.4770080602279533,-0.3321055820775357,-0.7306322805705786,-0.3985266984930429
48,0,48,0,-0.4340895972254382,-0.9546019455774059,-0.5205123483519676,-0.34686583016987066,-0.8740980551452906,-0.52723222497542
49,0,49,0,-0.014723937463918858,-0.9496939664227663,-0.9349700289588474,0.0,-0.8148371700506947,-0.8148371700506947
50,0,50,0,-0.412270248989728,-0.9276080602268879,-0.5153378112371598,-0.2814892041993309,-0.8000219487770457,-0.5185327445777148
51,0,51,0,-0.12745098039215688,-0.9318616170690882,-0.8044106366769314,-0.1764705882352941,-0.8104593245031103,-0.6339887362678163
52,0,52,0,-0.4230534210247916,-0.972918208693624,-0.5498647876688324,-0.2287838454311913,-0.9024852563942802,-0.673701410963089
53,0,53,0,-0.2760738274484786,-0.8809822582578116,-0.6049084308093331,-0.25185876165203286,-0.6666849573142047,-0.4148261956621719
54,0,54,0,-0.03556101220208392,-0.8567956869390853,-0.8212346747370013,-0.051660868323172224,-0.6717166132798487,-0.6200557449566765
55,0,55,0,0.26993885350517904,-0.8088235294117647,-1.0787623829169437,0.16296743401013894,-0.5588235294117646,-0.7217909634219035
56,0,56,0,-0.18627450980392157,-0.9478849114555474,-0.7616104016516259,-0.19117647058823525,-0.833954017216923,-0.6427775466286877
57,0,57,0,0.002452483600143719,-0.8632742272505891,-0.8657267108507328,-0.08118136450784207,-0.7011117843859087,-0.6199304198780666
58,0,58,0,0.014723937463918858,-0.8995098039215688,-0.9142337413854876,-0.07407610636824496,-0.7352941176470588,-0.6612180112788137
59,0,59,0,0.12254901960784316,-0.9196813500538946,-1.0422303696617379,0.014705882352941175,-0.7749130248475833,-0.7896189072005244
60,0,60,0,-0.10539215686274511,-0.9049664484530323,-0.7995742915902873,-0.1176470588235294,-0.7306322805705786,-0.6129852217470492
61,0,61,0,0.11029411764705883,-0.7305107538288637,-0.8408048714759225,-0.044117647058823525,-0.5576554985113145,-0.513537851452491
62,0,62,0,-0.040465979402371365,-0.8571430182502299,-0.8166770388478585,-0.14022235687718174,-0.6863515362935738,-0.546129179416392
63,0,63,0,-0.10539215686274511,-0.7921522028464212,-0.686760045983676,-0.14705882352941174,-0.6273105439242341,-0.4802517203948224
72,0,72,1,0.34110455124745354,-0.732843137254902,-1.0739476885023556,0.25185876165203286,-0.5147058823529411,-0.766564644004974
73,0,73,1,0.2034313725490196,-0.7500000000000001,-0.9534313725490198,0.10294117647058822,-0.5441176470588235,-0.6470588235294117
74,0,74,1,0.6446078431372549,-0.7614961578446248,-1.4061040009818797,0.5294117647058822,-0.5239888072778897,-1.0534005719837718
75,0,75,1,0.6171783786959321,0.37254901960784315,-0.24462935908808892,0.47408708075676775,0.2794117647058823,-0.19467531605088545
76,0,76,1,0.8138223267351002,0.8066967908410106,-0.007125535894089596,0.6575355056394069,0.6467666399979001,-0.010768865641506808
77,0,77,1,0.8232710321366975,0.7923720103734957,-0.030899021763201806,0.6626081698687841,0.6115341431252505,-0.051074026743533674
78,0,78,1,0.7924196823092468,0.7817657823988301,-0.010653899910416653,0.6104194174982673,0.5760221094612907,-0.034397308036976604
79,0,79,1,0.769714822784386,0.7741610289356491,0.004446206151263121,0.5690634870637793,0.5565325747764729,-0.012530912287306406
80,0,80,1,0.765494006407279,0.7637436799869507,-0.001750326420328352,0.5434363322889697,0.5402403698805989,-0.003195962408370834
81,0,81,1,0.7075134354310966,0.7475460160468732,0.040032580615776636,0.5041841733655162,0.52093649229188,0.016752318926363752
82,0,82,1,0.8019925557213539,0.7829650430557415,-0.01902751266561231,0.6163305628215283,0.5805757147845337,-0.03575484803699458
83,0,83,1,0.7622234608712153,0.7665870804781116,0.004363619606896352,0.5500190982169267,0.5523003264745422,0.002281228257615453
84,0,84,1,0.7785035056654102,0.7424743112068974,-0.036029194458512714,0.5905630414124752,0.492592183071889,-0.09797085834058616
85,0,85,1,0.69250163966538,0.746628691658489,0.054127051993108966,0.4869767810395747,0.5041841733655162,0.01720739232594154
86,0,86,1,0.7396991707318364,0.762796694278684,0.023097523546847576,0.5114083119567587,0.5662353177085652,0.054827005751806435
87,0,87,1,0.7758714828822572,0.7618532224342874,-0.014018260447969721,0.596434534653022,0.5715739957163775,-0.024860538936644527
88,0,88,1,0.6958827714259131,0.7638428387783323,0.0679600673524191,0.4641501769396695,0.5469123848598301,0.08276220792016059
89,0,89,1,0.8040798831530117,0.8054284917539623,0.0013486086009505405,0.6418798983622782,0.6266337515974788,-0.015246146764799406
90,0,90,1,0.841784743167206,0.8309383290202573,-0.010846414146948646,0.7035895530819949,0.6676503510978771,-0.03593920198411782
91,0,91,1,0.9317640127378808,0.8421316479634054,-0.08963236477447534,0.8073911222578978,0.6896946665240163,-0.11769645573388143
92,0,92,1,0.9218079963218605,0.8700342483490151,-0.051773747972845396,0.8051739468871075,0.7372598159394658,-0.06791413094764176
93,0,93,1,0.922833882580316,0.8325702856929139,-0.09026359688740204,0.8454027929649518,0.6521235987467636,-0.19327919421818818
94,0,94,1,0.9280276365053184,0.8600194656342063,-0.0680081708711121,0.8459691415478227,0.7214047661343159,-0.12456437541350673
95,0,95,1,0.9634890398819759,0.8563575226149724,-0.10713151726700343,0.889151633015708,0.6831771034489905,-0.20597452956671747
96,0,96,1,0.9517186474855994,0.895172271126188,-0.0565463763594114,0.8746303296293957,0.7963705930488514,-0.0782597365805443
97,0,97,1,0.9249151098236144,0.8545728024504742,-0.07034230737314018,0.8165350649652147,0.7093805112712865,-0.10715455369392812
98,0,98,1,0.939752804613814,0.8657680793384716,-0.0739847252753425,0.8454027929649518,0.7405620722062881,-0.10484072075866369
99,0,99,1,0.9796208375935538,0.8595678466295545,-0.12005299096399924,0.9240616554505461,0.7214047661343159,-0.20265688931623016
100,0,100,1,0.9653075171964444,0.8897281219498898,-0.07557939524655455,0.9005516363645785,0.7689699155497652,-0.13158172081481323
101,0,101,1,0.9271635895557171,0.9115196364358524,-0.015643953119864662,0.8253656000236634,0.7916201134964117,-0.033745486527251733
102,0,102,1,0.9319768053120149,0.8888119659392816,-0.0431648393727333,0.8264597475290095,0.7848249653549152,-0.04163478217409433
103,0,103,1,0.9504928163515073,0.8968660706940202,-0.05362674565748704,0.8624575450871763,0.7717436331412898,-0.09071391194588652
104,0,104,1,0.9491569409756546,0.9041242505732918,-0.045032690402362796,0.8539713793112381,0.8012356767054676,-0.05273570260577054
105,0,105,1,0.9160313459853241,0.9222684488479064,0.006237102862582278,0.8057573040738524,0.8308613344003688,0.025104030326516424
106,0,106,1,0.9452395393045764,0.845515368093857,-0.09972417121071941,0.8423195726346615,0.6888467201936644,-0.15347285244099707
107,0,107,1,0.9417028288737515,0.8439186544137894,-0.09778417445996201,0.8316554899054915,0.6776452139970672,-0.1540102759084243
108,0,108,1,0.9472210388226655,0.9041343300530729,-0.04308670876959264,0.8539713793112381,0.7916201134964117,-0.06235126581482642
109,0,109,1,0.9261356452432892,0.8712939910326755,-0.05484165421061371,0.8118340997099941,0.7358135420250506,-0.07602055768494353
110,0,110,1,0.9343827686167361,0.8813827818489826,-0.052999986767753526,0.8162544623146492,0.7561528526737888,-0.06010160964086031
111,0,111,1,0.8930987114543981,0.8973212108226112,0.004222499368213062,0.7569235280693765,0.7592953389588967,0.0023718108895202095
112,0,112,1,0.94463369756888,0.8806810594876587,-0.06395263808122131,0.8410868495479239,0.733358797622569,-0.10772805192535495
113,0,113,1,0.9078931146965471,0.9556252804773009,0.04773216578075379,0.7791937224739796,0.8792610237829146,0.10006730130893504
114,0,114,1,0.9252923374271317,0.8619672603857312,-0.06332507704140045,0.8097503390415867,0.7084472691787521,-0.10130306986283455
115,0,115,1,0.8767120998195083,0.8490515181024982,-0.027660581717010024,0.7276068751089988,0.6776452139970672,-0.049961661111931566
116,0,116,1,0.8895240441604302,0.8202069961898147,-0.06931704797061544,0.7608108652045577,0.6266337515974788,-0.13417711360707885
117,0,117,1,0.8632057190931819,0.8381616227427299,-0.025044096350452016,0.7084472691787521,0.6467811004159009,-0.06166616876285125
118,0,118,1,0.8849443665354028,0.7987766419383725,-0.08616772459703026,0.7592953389588967,0.5565325747764729,-0.20276276418242378
119,0,119,1,0.8680806164176285,0.8384869590397547,-0.029593657377873783,0.712448398544228,0.6518144922851448,-0.06063390625908327
120,0,120,1,0.852253483650915,0.836345677487541,-0.01590780616337406,0.6622441864062247,0.6416889479197478,-0.02055523848647689
121,0,121,1,0.787699616087147,0.7423075725616652,-0.04539204352548176,0.5715739957163775,0.5305466797669783,-0.041027315949399124
122,0,122,1,0.8221614742909598,0.7852380547868747,-0.036923419504085064,0.6317396794759962,0.5715739957163775,-0.06016568375961873
123,0,123,1,0.8024689838887811,0.7171020531526049,-0.08536693073617618,0.6166982585360915,0.47199288008451085,-0.14470537845158066
124,0,124,1,0.802149136487398,0.7109519497807988,-0.09119718670659926,0.6209893562082802,0.4869767810395747,-0.13401257516870552
125,0,125,1,0.7721768567732941,0.7625227480380504,-0.009654108735243638,0.5662353177085652,0.5846542675312801,0.01841894982271497
126,0,126,1,0.7688792155820864,0.7663271900219577,-0.002552025560128679,0.5347407899331232,0.579881499792853,0.04514070985972973
127,0,127,1,0.7195620945013274,0.7124610818327126,-0.007101012668614737,0.4869767810395747,0.48890586508171263,0.0019290840421379296
136,0,136,2,0.343219292839535,0.491371505576025,0.14815221273648999,0.1515847656477081,0.28801105473064537,0.13642628908293727
137,0,137,2,0.3104296815309559,0.4310397127123651,0.12061003118140917,0.07407610636824496,0.22562131409857006,0.1515452077303251
138,0,138,2,0.2742946103825573,0.48366320283503184,0.20936859245247452,0.03745975238765959,0.26631567529325295,0.22885592290559337
139,0,139,2,0.2795420216913074,0.46950814300513505,0.18996612131382767,0.07639154141901759,0.21894432284731188,0.1425527814282943
140,0,140,2,0.18104169861360164,0.4410332722622469,0.2599915736486453,-0.007731753330571372,0.2089785019092862,0.2167102552398576
141,0,141,2,0.27847899646218965,0.32472545803136826,0.04624646156917861,0.11504474832710555,0.11237925716297877,-0.0026654911641267875
142,0,142,2,0.1797049737836642,0.31184828818912835,0.13214331440546415,0.0237825747077247,0.06691865982135772,0.043136085113633024
143,0,143,2,0.15783283934865971,0.31956318758743174,0.16173034823877203,0.0,0.09814745506948463,0.09814745506948463
144,0,144,2,0.14892445866647622,0.32780902734841444,0.17888456868193822,-0.01504142093990467,0.11153109970226288,0.12657252064216756
145,0,145,2,-0.07891641967432986,0.19251996261128193,0.2714363822856118,-0.2406627350384747,0.06642111641550714,0.30708385145398187
146,0,146,2,-0.24156963461415631,0.13235294117647062,0.37392257579062693,-0.21402359733885637,0.044117647058823525,0.2581412443976799
147,0,147,2,-0.1519607843137255,-0.05147058823529412,0.10049019607843138,-0.08823529411764705,-0.10294117647058822,-0.014705882352941166
148,0,148,2,-0.48436551102838454,0.05147058823529412,0.5358360992636787,-0.34686583016987066,-0.1176470588235294,0.22921877134634128
149,0,149,2,-0.9240196078431374,-0.3970588235294118,0.5269607843137256,-0.764705882352941,-0.4411764705882352,0.3235294117647058
150,0,150,2,-0.9147763828536073,-0.35539215686274517,0.5593842259908621,-0.7749130248475833,-0.3823529411764705,0.3925600836711128
151,0,151,2,-0.9484669716341064,-0.5432251174318338,0.40524185420227266,-0.8444676125979927,-0.5682695515548944,0.2761980610430983
152,0,152,2,-0.7803686855876995,-0.49325190504128175,0.2871167805464177,-0.6222392934932577,-0.5185327445777148,0.10370654891554287
153,0,153,2,-0.8424281166493675,-0.536764705882353,0.3056634107670144,-0.6715912882012389,-0.5441176470588235,0.12747364114241544
154,0,154,2,-0.6601231962990287,-0.820355764248074,-0.16023256794904528,-0.5185327445777148,-0.6863515362935738,-0.167818791715859
155,0,155,2,-0.7156862745098039,-0.9068627450980394,-0.1911764705882355,-0.5441176470588235,-0.8088235294117646,-0.2647058823529411
156,0,156,2,-0.602084723835283,-0.8602941176470589,-0.2582093938117759,-0.40590682253921034,-0.764705882352941,-0.35879905981373067
157,0,157,2,-0.5714286788334866,-0.8970588235294119,-0.3256301446959253,-0.39114657444687545,-0.764705882352941,-0.37355930790606556
158,0,158,2,-0.5318627450980392,-0.8641712595669683,-0.33230851446892906,-0.3529411764705882,-0.7164977208318385,-0.3635565443612503
159,0,159,2,-0.6646230556389479,-0.8946078431372549,-0.22998478749830709,-0.49446831109321987,-0.7794117647058824,-0.2849434536126625
160,0,160,2,-0.8578431372549021,-0.8921568627450982,-0.03431372549019607,-0.6911764705882353,-0.7794117647058824,-0.08823529411764708
161,0,161,2,-0.6204783508363609,-0.9460784313725492,-0.3256000805361883,-0.46494781490855003,-0.8676470588235293,-0.4026992439149793
162,0,162,2,-0.5955882352941178,-0.9233600754541101,-0.3277718401599924,-0.41176470588235287,-0.8191937691245881,-0.4074290632422352
163,0,163,2,-0.5702024370334147,-0.979141841350604,-0.40893940431718934,-0.4354273187238802,-0.9185437189662377,-0.48311640024235747
164,0,164,2,-0.4093137254901961,-0.9191176470588237,-0.5098039215686276,-0.2794117647058823,-0.8235294117647057,-0.5441176470588234
165,0,165,2,-0.4264705882352942,-0.911764705882353,-0.4852941176470588,-0.2647058823529411,-0.7941176470588235,-0.5294117647058824
166,0,166,2,-0.5220588235294118,-0.9191176470588237,-0.3970588235294119,-0.3823529411764705,-0.8088235294117646,-0.4264705882352941
167,0,167,2,-0.48774509803921573,-0.9191176470588237,-0.431372549019608,-0.30882352941176466,-0.8235294117647057,-0.5147058823529411
168,0,168,2,-0.4500307406263725,-0.8529411764705884,-0.40291043584421593,-0.3173453339852008,-0.6911764705882353,-0.37383113660303446
169,0,169,2,-0.5570556340515967,-0.8399756330492237,-0.282919998997627,-0.4148261956621718,-0.6715912882012389,-0.2567650925390671
170,0,170,2,-0.6302882852369358,-0.8823529411764707,-0.25206465593953487,-0.4354273187238802,-0.7352941176470588,-0.2998667989231786
171,0,171,2,-0.4338235294117647,-0.8378403668046027,-0.404016837392838,-0.2794117647058823,-0.6468803782731247,-0.3674686135672424
172,0,172,2,-0.5416666666666667,-0.8963827558525292,-0.3547160891858625,-0.39705882352941174,-0.7749130248475833,-0.37785420131817155
173,0,173,2,-0.503067863350561,-0.8823529411764707,-0.3792850778259097,-0.35556531056757584,-0.7499999999999999,-0.39443468943242405
174,0,174,2,-0.6781347250383295,-0.8651960784313727,-0.1870613533930432,-0.5130430586304093,-0.676470588235294,-0.1634275296048847
175,0,175,2,-0.6155733836360735,-0.9044117647058825,-0.28883838106980897,-0.40590682253921034,-0.764705882352941,-0.35879905981373067
176,0,176,2,-0.627450980392157,-0.8939302722523856,-0.2664792918602287,-0.41176470588235287,-0.7306322805705786,-0.31886757468822574
177,0,177,2,-0.6122703995412925,-0.9044117647058825,-0.29214136516459,-0.4148261956621718,-0.764705882352941,-0.3498796866907692
178,0,178,2,-0.5955882352941178,-0.8897058823529412,-0.2941176470588235,-0.3529411764705882,-0.7352941176470588,-0.38235294117647056
179,0,179,2,-0.24754901960784317,-0.8897058823529412,-0.6421568627450981,-0.1764705882352941,-0.7499999999999999,-0.5735294117647058
180,0,180,2,-0.5705525767268557,-0.875,-0.30444742327314434,-0.3851957531148738,-0.7352941176470588,-0.35009836453218496
181,0,181,2,-0.4512569824264443,-0.8823529411764707,-0.4310959587500264,-0.287824837800531,-0.7499999999999999,-0.4621751621994689
182,0,182,2,-0.4436274509803922,-0.8357843137254902,-0.39215686274509803,-0.3676470588235294,-0.676470588235294,-0.30882352941176466
183,0,183,2,-0.4387254901960785,-0.8578431372549021,-0.41911764705882365,-0.338235294117647,-0.6911764705882353,-0.35294117647058826
184,0,184,2,-0.5147058823529412,-0.8897058823529412,-0.375,-0.3529411764705882,-0.7205882352941176,-0.36764705882352944
185,0,185,2,-0.6151960784313726,-0.8816678542516669,-0.26647177582029435,-0.41176470588235287,-0.7158720324782436,-0.30410732659589074
186,0,186,2,-0.5873698222344207,-0.8252607314483615,-0.23789090921394085,-0.3616260782622056,-0.642070792016569,-0.2804447137543634
187,0,187,2,-0.5686274509803922,-0.8654005216716156,-0.2967730706912234,-0.3823529411764705,-0.7015706849811753,-0.31921774380470475
188,0,188,2,-0.5808823529411765,-0.8357843137254902,-0.2549019607843137,-0.3676470588235294,-0.6470588235294118,-0.2794117647058824
189,0,189,2,-0.5889574985567543,-0.8718579198510922,-0.2829004212943379,-0.3703805318412249,-0.7306322805705786,-0.3602517487293537
190,0,190,2,-0.663396813838876,-0.7754607064330598,-0.1120638925941837,-0.5239888072778897,-0.5926088509459597,-0.06862004366807006
191,0,191,2,-0.6118946582358579,-0.8627450980392157,-0.25085043980335786,-0.39114657444687545,-0.6911764705882353,-0.30002989614135983
200,0,200,3,0.9183618461108655,0.8502892025312191,-0.06807264357964637,0.8053132382897388,0.6825988400741596,-0.12271439821557917
201,0,201,3,0.9252923374271317,0.8800069309430021,-0.0452854064841296,0.8141650644679448,0.7297573605023308,-0.08440770396561403
202,0,202,3,0.8994628602963008,0.8755903061676895,-0.023872554128611334,0.7854524071329642,0.7084472691787521,-0.07700513795421204
